filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-08-01-02-02-18,8,1,2,2,18,0,2.233045654296875000e+02,3.472114181518554688e+01,8.044950312354293942e+01,2.927203063964843750e+02,-4.042730298410558021e+01,3.073939186886456909e+01,-6.970198141835148853e+00,1.255580357142857206e+00,2.400000000000000000e+02,1.551343503762679461e+02,1.674107142857142794e+00,3.350000000000000000e+02,3.977750620639760086e+02,-5.929752902170376538e-01,5.071199799371201244e+00,1.872378423520723629e+02,1.035087719298245501e+00,1.800000000000000355e+01,5.263157894736841119e-02,9.473684210526315264e-01,9.152542372881357080e-01,5.084745762711864736e-02,8.164965809277259512e-03,1.558974021592406112e-01,9.538852186493423702e+00,6.468126900031287541e+00,4.299999999999999933e-01,4.899999999999999911e-01,2.999999999999999889e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.666666666666666741e+00,-5.656060908005061671e-02,-2.586887912876017492e-01,2.925109372507741341e+02,6.097312295154386774e-01,8.107364578234186325e+00,7.840541877282399597e+00
03-01-06-01-02-02-18,6,1,2,2,18,0,2.584485778808593750e+02,3.423326492309570312e+01,7.995953114237934756e+01,3.486745605468750000e+02,-3.990285600242285824e+01,3.111952834377458998e+01,-7.697888973840449900e+00,1.255580357142857206e+00,2.333333333333333428e+02,1.481740718059524511e+02,1.674107142857142794e+00,3.100000000000000000e+02,4.019328302092278022e+02,6.621592528829967073e+00,6.013881874820407702e+00,2.565967412550903077e+02,7.462686567164179552e-01,6.052631578947368141e+00,1.417910447761194237e-01,8.582089552238806318e-01,1.149999999999999911e+00,1.900000000000000022e-01,6.182412330330468858e-02,3.109483701338356942e-01,1.339388388800945506e+01,2.279787190635328198e+00,0.000000000000000000e+00,8.200000000000000622e-01,1.499999999999999944e-01,1.199999999999999956e-01,1.000000000000000021e-02,1.000000000000000000e+00,1.539863319588813118e-01,4.299541177917701185e-01,2.642598767778724209e+02,7.252322465528574513e-01,5.566829365464158741e+00,0.000000000000000000e+00
03-01-08-01-01-02-07,8,1,1,2,7,1,1.603982543945312500e+02,2.549950599670410156e+01,6.876122086571768932e+01,2.196776428222656250e+02,-4.198297962102179071e+01,2.742704030570142848e+01,-7.941696810014256869e+00,1.674107142857142794e+00,1.825000000000000000e+02,1.269596392559462146e+02,2.092633928571428381e+00,2.920000000000000000e+02,3.868539776194630235e+02,1.357112991382221967e+00,4.108707330142379099e+00,4.229539684950929512e+01,1.148148148148148140e+00,6.714285714285713524e+00,1.296296296296296224e-01,8.703703703703702388e-01,7.580645161290322509e-01,1.129032258064516236e-01,2.692582403567252147e-02,1.259206099095775688e-01,7.124879727105985161e+00,1.406872695928351291e+00,4.400000000000000022e-01,4.299999999999999933e-01,8.000000000000000167e-02,8.999999999999999667e-02,1.000000000000000021e-02,1.250000000000000000e+00,-2.204854174488410368e-01,-2.193409269379527626e-01,1.407848432593430630e+02,5.777489870981350473e-01,2.400314505330887194e+00,1.200869076446823946e+00
03-01-08-02-02-02-07,8,2,2,2,7,1,1.952127685546875000e+02,3.499479293823242188e+01,8.072132423680457691e+01,2.832270507812500000e+02,-4.990103238749087211e+01,3.753075237768247518e+01,-7.947642615636528518e+00,1.255580357142857206e+00,2.766666666666666856e+02,1.993879523831757297e+02,1.674107142857142794e+00,3.150000000000000000e+02,3.980891859872609189e+02,3.592246777296750349e-01,4.043842465639089667e+00,9.293063033805023565e+01,9.914529914529912613e-01,1.200000000000000178e+01,7.692307692307691347e-02,9.230769230769230171e-01,9.310344827586207739e-01,7.758620689655172653e-02,1.632993161855452249e-02,1.750714140001159713e-01,1.256157584033415908e+01,3.160791477501692537e+00,4.199999999999999845e-01,5.600000000000000533e-01,5.000000000000000278e-02,8.999999999999999667e-02,1.000000000000000021e-02,1.333333333333333259e+00,1.866882932364325454e-01,5.277860710396120592e-01,4.452303922047594256e+02,6.978385880277324649e-01,5.354816736019694545e+00,1.138273508164578729e+00
03-01-07-02-01-02-07,7,2,1,2,7,1,1.551757354736328125e+02,1.932762527465820312e+01,5.816590305040271858e+01,2.029730987548828125e+02,-4.558356078365628861e+01,2.308323037865002547e+01,-1.196393599385116246e+01,1.674107142857142794e+00,1.400000000000000000e+02,7.176350047203661120e+01,2.092633928571428381e+00,3.280000000000000000e+02,3.829569166368457331e+02,-2.081930677475050118e+00,6.101750149429151726e+00,2.363386404377135719e+01,1.272727272727272707e+00,2.093750000000000444e+00,3.232323232323232043e-01,6.767676767676767957e-01,5.317460317460317443e-01,2.539682539682539542e-01,4.270831300812524128e-02,9.162924406185474213e-02,5.926266036326913067e+00,4.190465633168741100e+00,4.500000000000000666e-01,2.800000000000000266e-01,1.300000000000000044e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.399999999999999911e+00,-5.041572245567473021e-02,-1.056326761609392567e-01,6.062331499550327862e+02,3.717198824662372725e-01,7.180651723875740799e+00,4.139020536018295893e+00
03-01-07-02-01-01-07,7,2,1,1,7,1,1.885053863525390625e+02,3.919285583496093750e+01,8.464413452684921424e+01,2.646907348632812500e+02,-4.887907765792621007e+01,3.042701934169398115e+01,-8.505959109553703712e+00,1.674107142857142794e+00,1.925000000000000000e+02,3.897114317029974018e+01,2.092633928571428381e+00,2.980000000000000000e+02,3.792308004368842944e+02,-7.531966243816382023e-02,1.568679841515774998e+00,7.621184068151507063e+01,8.467741935483870108e-01,1.883720930232558155e+00,3.467741935483870663e-01,6.532258064516128782e-01,7.714285714285714635e-01,4.095238095238095677e-01,4.844813951249544309e-02,8.328227602557461418e-02,4.881130543275755684e+00,4.775685781504900973e+00,0.000000000000000000e+00,2.399999999999999911e-01,1.499999999999999944e-01,1.000000000000000021e-02,1.000000000000000021e-02,1.333333333333333259e+00,1.019948872202475210e-01,2.125859189713290576e-01,6.516932874765739143e+02,4.590326001635562370e-01,7.857792869330242347e+00,2.751808139556810140e+00
03-01-06-02-02-01-07,6,2,2,1,7,1,2.395666046142578125e+02,7.224979400634765625e+01,1.078218010983478621e+02,3.464929809570312500e+02,-4.421170023310774866e+01,3.231533802038723735e+01,-8.765247114225786618e+00,1.674107142857142794e+00,1.425000000000000000e+02,1.336740438529485004e+02,2.092633928571428381e+00,2.800000000000000000e+02,3.656774535024000556e+02,-7.585427122980827885e-01,1.232382820129314815e+01,7.857842091692235726e+02,1.035087719298245501e+00,2.180000000000000071e+01,4.385964912280701511e-02,9.561403508771929571e-01,9.237288135593221261e-01,4.237288135593220845e-02,4.714045207910316608e-03,9.907572861200669712e-02,1.273792403940855422e+01,2.733906124690478556e+00,4.099999999999999756e-01,3.400000000000000244e-01,2.000000000000000042e-02,1.000000000000000056e-01,1.000000000000000021e-02,1.666666666666666741e+00,1.195720881937341329e-01,2.311524036768061729e-01,4.881622630894727308e+02,5.850610623666802068e-01,4.556571755644234223e+00,1.823098162333727679e+00
03-01-04-02-01-02-07,4,2,1,2,7,1,2.094483642578125000e+02,4.122734832763671875e+01,8.639639785592025589e+01,3.465868835449218750e+02,-4.167676387941565253e+01,1.800406170070163725e+01,-8.642090120162031042e+00,1.255580357142857206e+00,1.400000000000000000e+02,2.449489742783178059e+01,1.674107142857142794e+00,3.750000000000000000e+02,4.486368241685026419e+02,1.335373499515551066e+00,2.925006879007742810e+00,4.840063577455830313e+01,1.377551020408163129e+00,3.899999999999999911e+00,2.040816326530612290e-01,7.959183673469387710e-01,5.777777777777778345e-01,1.481481481481481677e-01,4.189935029992178372e-02,9.630680142129111054e-02,4.643706143976807255e+00,3.284970702048478852e+00,5.049999999999998934e-01,3.599999999999999867e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.000000000000000021e-02,1.333333333333333259e+00,1.760441515936514156e-01,5.172471374494966856e-01,6.182937283474725518e+02,5.928655809156847534e-01,5.098056766864143441e+00,6.016782075127196094e-01
03-01-01-01-01-01-07,1,1,1,1,7,1,1.358303375244140625e+02,2.570447540283203125e+01,6.903842736458415175e+01,1.667222442626953125e+02,-4.145893999123921958e+01,2.411464677960542247e+01,-8.835149520640934284e+00,1.255580357142857206e+00,1.600000000000000000e+02,2.449489742783178059e+01,1.674107142857142794e+00,3.300000000000000000e+02,4.337049688440288264e+02,-1.440384569672740755e-01,3.330686438939358118e-01,9.190357030584275222e+00,8.709677419354839856e-01,5.888888888888888395e+00,1.451612903225806550e-01,8.548387096774193727e-01,9.814814814814815103e-01,1.666666666666666852e-01,2.939387691339813424e-02,1.188949115816147900e-01,4.708438555793295954e+00,7.022467951185211277e+00,0.000000000000000000e+00,4.199999999999999845e-01,8.999999999999999667e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.500204926664763239e-01,-7.449469654381732919e-01,3.926143477437375395e+02,5.989922944980570207e-01,2.658138378372214561e+00,2.244191840578242392e+00
03-01-05-02-01-01-07,5,2,1,1,7,1,2.220844116210937500e+02,4.570508193969726562e+01,8.996646780779474284e+01,3.335596008300781250e+02,-4.252680767853929922e+01,1.784816304732074244e+01,-1.031904337803902116e+01,8.370535714285713969e-01,2.000000000000000000e+01,1.000000000000000000e+01,1.255580357142857206e+00,5.966666666666666288e+02,5.161610429141492205e+02,5.650673804449108939e-01,1.890661492106246566e+00,1.743207713435283779e+01,1.564705882352941169e+00,1.428571428571428381e+00,4.117647058823529216e-01,5.882352941176469674e-01,3.759398496240601295e-01,2.631578947368420907e-01,3.817254061682110594e-02,5.356431463641755236e-02,5.117598629668915322e+00,6.281011710423657135e+00,4.450000000000000622e-01,2.000000000000000111e-01,1.300000000000000044e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.285714285714285809e+00,-3.220411412944654966e-02,-7.834054521649921887e-02,7.502910162991702236e+02,3.714479368741591125e-01,8.423818678080561284e+00,4.210369483034932081e+00
03-01-04-01-01-02-07,4,1,1,2,7,1,1.096815338134765625e+02,1.207098484039306641e+01,4.086699899453137874e+01,1.521424865722656250e+02,-4.010607119315248070e+01,1.937216676237637714e+01,-9.703019586903430138e+00,1.674107142857142794e+00,1.875000000000000000e+02,1.811594601449231448e+02,2.092633928571428381e+00,2.940000000000000000e+02,4.062314611154581030e+02,9.227116220861748819e-02,6.886779975864865122e-01,7.361623113550274766e+00,9.173553719008264995e-01,3.172413793103448842e+00,2.396694214876032847e-01,7.603305785123967153e-01,8.288288288288288008e-01,2.612612612612612017e-01,3.544009029333869409e-02,1.580632784678338842e-01,6.826956962805103224e+00,2.736557093032011334e+00,0.000000000000000000e+00,4.899999999999999911e-01,1.199999999999999956e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000000e+00,-4.111021281605146682e-01,-7.954982717676801762e-01,1.344266861597772902e+02,6.372712890987415335e-01,4.519450101859439073e+00,1.893396437854535819e+00
03-01-05-01-02-01-07,5,1,2,1,7,1,1.116345367431640625e+02,1.449905490875244141e+01,4.721297045528799430e+01,1.682455596923828125e+02,-4.912921000855925513e+01,3.504347926069835495e+01,-9.488985238692587032e+00,8.370535714285713969e-01,2.750000000000000000e+02,8.500000000000000000e+01,1.255580357142857206e+00,5.433333333333333712e+02,3.518838192105773146e+02,-1.199746483847566214e+00,1.489420233889950484e+00,2.254621427533665212e+01,2.191780821917808098e+00,7.200000000000000000e+01,1.369863013698630234e-02,9.863013698630136439e-01,4.500000000000000111e-01,6.250000000000000347e-03,0.000000000000000000e+00,1.250999600319680216e-01,5.937724506035077177e+00,5.036826214750771413e+00,3.536947836765478859e-01,3.599999999999999867e-01,1.000000000000000021e-02,4.000000000000000083e-02,1.000000000000000021e-02,4.000000000000000000e+00,4.619112020816359271e-02,2.080944295918252251e-01,3.992296716446754772e+02,4.452957483133079819e-01,7.565555260098449253e+00,4.708508498326949621e+00
03-01-06-01-02-02-07,6,1,2,2,7,1,1.798434753417968750e+02,1.878197479248046875e+01,5.717432795975429372e+01,2.227143707275390625e+02,-4.089533450155771988e+01,2.791821048712098374e+01,-6.335319540837488717e+00,1.255580357142857206e+00,2.600000000000000000e+02,1.687206764645835335e+02,1.674107142857142794e+00,3.100000000000000000e+02,4.063865155243220215e+02,-7.038128730671756872e-02,7.968130154121760844e-01,9.626817008815018539e+01,7.593984962406015171e-01,5.650000000000000355e+00,1.503759398496240518e-01,8.496240601503759482e-01,1.118811881188118917e+00,1.980198019801980291e-01,4.921607686744467608e-02,3.026916289265730864e-01,1.016895715273359357e+01,2.875284891910881768e+00,0.000000000000000000e+00,8.000000000000000444e-01,1.300000000000000044e-01,1.100000000000000006e-01,1.000000000000000021e-02,1.000000000000000000e+00,9.779044370558004351e-02,3.443681111811106588e-01,3.944295965089232254e+02,7.744617312975738965e-01,4.513639709927396382e+00,0.000000000000000000e+00
03-01-08-01-02-01-07,8,1,2,1,7,1,1.543430786132812500e+02,3.529831695556640625e+01,8.102034323319733744e+01,2.515614013671875000e+02,-4.058435330483535353e+01,2.872300674307041035e+01,-8.716649616116184163e+00,1.674107142857142794e+00,1.800000000000000000e+02,1.457737973711325026e+02,2.092633928571428381e+00,2.740000000000000000e+02,3.623037399751760290e+02,-1.617397191152330826e+00,4.672428380319589181e+00,4.511842971955339863e+02,9.830508474576269418e-01,1.866666666666666785e+01,5.084745762711864042e-02,9.491525423728812694e-01,9.655172413793104980e-01,5.172413793103448898e-02,2.000000000000000042e-02,3.086889840744060365e-01,1.436535820931027985e+01,2.920556013133242867e+00,4.099999999999999756e-01,8.000000000000000444e-01,5.000000000000000278e-02,8.000000000000000167e-02,1.000000000000000021e-02,1.500000000000000000e+00,-6.914406404046828658e-02,-2.473238917625482924e-01,2.331505107024306369e+02,7.365483191414676778e-01,6.887622191196099308e+00,0.000000000000000000e+00
03-01-04-02-01-01-07,4,2,1,1,7,1,1.787798309326171875e+02,3.240341949462890625e+01,7.805746332418081579e+01,2.704221496582031250e+02,-3.454287294713090262e+01,1.643885627038558539e+01,-7.435641626540910210e+00,2.092633928571428381e+00,1.420000000000000000e+02,6.241794613730893815e+01,2.511160714285714413e+00,2.500000000000000000e+02,3.859620015839210510e+02,-1.924662372464247539e-03,3.334575722795922292e+00,6.766739185369441145e+01,9.249999999999999334e-01,3.285714285714286476e+00,2.333333333333332815e-01,7.666666666666667185e-01,8.288288288288289118e-01,2.522522522522522292e-01,3.944053188733077225e-02,8.259674462242577730e-02,7.060360610080432586e+00,4.002836576947708558e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.300000000000000044e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000000e+00,-4.933877102912942458e-02,-1.156412528065186018e-01,3.274179874414408573e+02,5.534685362252206309e-01,5.662015877203543823e+00,4.192399186826739843e+00
03-01-06-01-01-02-07,6,1,1,2,7,1,1.969220733642578125e+02,2.340323066711425781e+01,6.579094247728924927e+01,2.503798828125000000e+02,-3.907851921585623955e+01,2.475001550310928877e+01,-8.094567330457071108e+00,1.255580357142857206e+00,1.233333333333333286e+02,3.299831645537221902e+01,1.674107142857142794e+00,3.250000000000000000e+02,4.331570154112709474e+02,-4.371173844108946493e-01,4.687805440609112417e-01,9.857276056180465673e+01,8.492063492063490759e-01,9.500000000000001776e+00,9.523809523809521893e-02,9.047619047619046562e-01,1.065420560747663670e+00,1.121495327102803585e-01,3.559026084010436658e-02,2.128966885604376691e-01,7.683134310039234194e+00,6.244316239236937349e+00,0.000000000000000000e+00,6.199999999999999956e-01,8.999999999999999667e-02,4.000000000000000083e-02,1.000000000000000021e-02,1.333333333333333259e+00,4.588506348809522073e-02,2.562720364141146123e-01,4.100533430062104117e+02,7.121723243903040901e-01,7.850491998871358845e+00,6.167107180122002319e+00
03-01-01-01-02-02-07,1,1,2,2,7,1,1.170254669189453125e+02,1.618617820739746094e+01,5.202425494352011981e+01,1.491724853515625000e+02,-3.762674406079538869e+01,2.259317244144737202e+01,-9.245659592183802289e+00,8.370535714285713969e-01,1.700000000000000000e+02,9.000000000000000000e+01,1.255580357142857206e+00,4.233333333333333144e+02,3.946587837050577150e+02,-1.073805575043805360e+00,1.100419125881905158e+00,1.902449411059058448e+01,9.663865546218485258e-01,9.818181818181818343e+00,9.243697478991595717e-02,9.075630252100839179e-01,9.391304347826088250e-01,9.565217391304348116e-02,4.499999999999999833e-02,2.513961017995307579e-01,1.049088628453765359e+01,2.680646787612219306e+00,4.049999999999999711e-01,7.000000000000000666e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000021e-02,1.500000000000000000e+00,-3.014803495331057626e-01,-9.897926695368064465e-01,1.484746858006834884e+02,6.239705804352625451e-01,4.060008610583984989e+00,0.000000000000000000e+00
03-01-08-02-01-01-07,8,2,1,1,7,1,2.463827362060546875e+02,4.128662490844726562e+01,8.644614538286155891e+01,3.326694030761718750e+02,-3.984684592936199010e+01,2.351796263441542578e+01,-8.078664034294133600e+00,1.674107142857142794e+00,1.500000000000000000e+02,3.082207001484488273e+01,2.092633928571428381e+00,2.980000000000000000e+02,3.894303532083753794e+02,3.851760858298236383e-03,2.876654991192072686e+00,1.493540977275706041e+02,8.560000000000000941e-01,3.166666666666666075e+00,2.400000000000000466e-01,7.600000000000000089e-01,8.878504672897195027e-01,2.803738317757009657e-01,4.690415759823429731e-02,1.285301521044770190e-01,7.524417213395677706e+00,3.575720827500063592e+00,0.000000000000000000e+00,4.299999999999999933e-01,1.400000000000000133e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.000000000000000000e+00,-3.300050846674627558e-01,-8.343902829260674281e-01,1.527376015540640708e+02,6.107413921321106498e-01,3.849170956337690797e+00,2.295605582770274822e+00
03-01-07-01-01-01-07,7,1,1,1,7,1,1.317289123535156250e+02,2.351257896423339844e+01,6.595234464808153518e+01,1.864178619384765625e+02,-4.555517715221580488e+01,2.811261560491690048e+01,-1.091705847816500352e+01,2.092633928571428381e+00,9.800000000000000000e+01,6.734983296193095725e+01,2.511160714285714413e+00,2.700000000000000000e+02,3.722454387452808646e+02,3.304370623427744791e-01,1.698180631978816857e+00,9.623027150342924330e+00,8.934426229508197759e-01,2.485714285714285321e+00,2.868852459016393852e-01,7.131147540983606703e-01,7.981651376146788879e-01,3.211009174311926784e-01,4.669641908707300448e-02,1.177214225760686711e-01,6.109446385379528444e+00,5.911809999628172108e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.400000000000000133e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000000e+00,5.665654632778454464e-02,1.961223849563175081e-01,5.516904301204615422e+02,5.508127071244725004e-01,8.606962463399968399e+00,6.527741205043817274e+00
03-01-03-02-01-01-07,3,2,1,1,7,1,2.307019195556640625e+02,2.622751998901367188e+01,6.973591122599054870e+01,2.937994079589843750e+02,-3.801144875757426433e+01,2.383001779657382713e+01,-8.894431186950800594e+00,1.255580357142857206e+00,1.666666666666666572e+02,3.399346342395189424e+01,1.674107142857142794e+00,3.600000000000000000e+02,4.273172123844299222e+02,-2.069047203061347706e-01,1.731794383329394504e+00,8.291446278930875735e+01,8.861788617886179331e-01,3.919999999999999929e+00,2.032520325203251987e-01,7.967479674796748013e-01,8.990825688073393884e-01,2.293577981651375997e-01,3.346640106136301862e-02,1.079999999999999988e-01,7.887784803418973922e+00,1.575079828383652014e+00,0.000000000000000000e+00,3.699999999999999956e-01,1.100000000000000006e-01,2.999999999999999889e-02,1.000000000000000021e-02,1.000000000000000000e+00,-2.500292289721482430e-01,-2.784699606468999944e-01,1.335770811570247076e+02,6.371361989294734851e-01,2.609370660327748226e+00,1.303310125799287178e+00
03-01-05-02-02-02-07,5,2,2,2,7,1,2.579738464355468750e+02,4.723995590209960938e+01,9.211014054695648667e+01,3.443810729980468750e+02,-4.168507934822253702e+01,2.346776853054126022e+01,-7.963672333303126294e+00,1.674107142857142794e+00,1.300000000000000000e+02,7.905694150420949029e+01,2.092633928571428381e+00,2.840000000000000000e+02,3.632409668525839948e+02,-1.265182479722162467e+00,3.285955309612131003e+00,3.236332093962498107e+02,1.189999999999999947e+00,3.761904761904761862e+00,2.100000000000000200e-01,7.900000000000000355e-01,6.638655462184874789e-01,1.764705882352941291e-01,2.561249694973139618e-02,8.782874750836928979e-02,1.143329467878048611e+01,7.705435669425163780e+00,4.050000000000000266e-01,2.899999999999999800e-01,8.000000000000000167e-02,4.000000000000000083e-02,1.000000000000000021e-02,1.199999999999999956e+00,3.992606265291519761e-03,1.801400520011182255e-02,5.993011225225824319e+02,3.419566739900137264e-01,1.398901924150220566e+01,3.301006737449639683e+00
03-01-07-02-02-02-07,7,2,2,2,7,1,1.562664947509765625e+02,2.918040657043457031e+01,7.342995734197910451e+01,2.797128295898437500e+02,-4.065680666123329701e+01,2.763890654936129820e+01,-1.110688473409672916e+01,1.674107142857142794e+00,1.350000000000000000e+02,1.289379695822762528e+02,2.092633928571428381e+00,2.900000000000000000e+02,1.829754081837228625e+02,3.782047938620038963e+00,4.990789318436205768e+00,5.555383111144548991e+01,1.330000000000000071e+00,5.250000000000000000e+00,1.600000000000000033e-01,8.399999999999999689e-01,6.315789473684210176e-01,1.203007518796992414e-01,3.091206165165234776e-02,1.212435565298213974e-01,7.652513428035875975e+00,1.580167192311438429e+00,3.449999999999999734e-01,3.599999999999999867e-01,8.000000000000000167e-02,4.000000000000000083e-02,1.000000000000000021e-02,1.333333333333333259e+00,-1.732794121155811218e-01,-2.449035046190407572e-01,2.097914422482935208e+02,4.285471649111101677e-01,2.746328830631589391e+00,1.479019329977686148e+00
03-01-07-02-02-01-07,7,2,2,1,7,1,1.630822753906250000e+02,3.877216339111328125e+01,8.427046738286229299e+01,2.900337524414062500e+02,-4.215980187835476301e+01,2.076732645958666978e+01,-1.191677727544140630e+01,1.674107142857142794e+00,1.125000000000000000e+02,9.337424698491547304e+01,2.092633928571428381e+00,2.980000000000000000e+02,3.652067907364264556e+02,5.237457048797234727e+00,6.195370107289839723e+00,5.221558216707304467e+01,1.466666666666666785e+00,5.923076923076923350e+00,1.444444444444444586e-01,8.555555555555555136e-01,5.833333333333333703e-01,9.848484848484848064e-02,2.357022603955158044e-02,1.487237371773584838e-01,2.063515846462471437e+00,3.551994561442950893e+00,4.100000000000000311e-01,4.199999999999999845e-01,5.999999999999999778e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.333333333333333259e+00,-2.511615037722048083e-01,-7.979402275955974622e-01,3.023498374538930307e+02,4.843397561765765413e-01,5.471268858086932418e+00,2.749077137222417200e+00
03-01-01-01-02-01-07,1,1,2,1,7,1,1.389974517822265625e+02,1.883349800109863281e+01,5.726918125520593605e+01,1.880231170654296875e+02,-3.905084935716460137e+01,2.670183519016394058e+01,-7.980865881910471415e+00,8.370535714285713969e-01,1.600000000000000000e+02,7.000000000000000000e+01,1.255580357142857206e+00,4.400000000000000000e+02,4.130375285612676635e+02,-9.085800124898991692e-01,1.532060732347926502e+00,1.143577424343100191e+01,1.070796460176991038e+00,1.312500000000000000e+01,7.079646017699114946e-02,9.292035398230087395e-01,8.677685950413224214e-01,6.611570247933884481e-02,3.000000000000000236e-02,2.412467616362963807e-01,9.176128351950922024e+00,2.284889314217356748e+00,4.150000000000000355e-01,6.800000000000000488e-01,7.000000000000000666e-02,1.100000000000000006e-01,1.000000000000000021e-02,1.500000000000000000e+00,-2.455236145764227718e-01,-6.870748713929358820e-01,1.196082016946712656e+02,6.426178816009175954e-01,1.599037653834065154e+00,0.000000000000000000e+00
03-01-05-01-01-01-07,5,1,1,1,7,1,2.029112701416015625e+02,2.916561889648437500e+01,7.341240624060253595e+01,2.898564147949218750e+02,-4.053846275064969973e+01,1.969587109249347634e+01,-1.045725458793620000e+01,2.092633928571428381e+00,1.520000000000000000e+02,6.881860213634101342e+01,2.511160714285714413e+00,2.366666666666666572e+02,3.821285414912399006e+02,1.706505566718576894e-01,3.708715051455195866e+00,5.363395622953782294e+01,8.780487804878049918e-01,2.967741935483870996e+00,2.520325203252032353e-01,7.479674796747968202e-01,8.518518518518518601e-01,2.870370370370370350e-01,4.705198071164368168e-02,6.920179830675564359e-02,5.667091520830946472e+00,3.151309571055801229e+00,0.000000000000000000e+00,2.399999999999999911e-01,1.499999999999999944e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.000000000000000000e+00,2.359579628574321464e-01,4.353938671334025567e-01,6.730872165277060049e+02,5.667120956011609811e-01,4.222250089389684824e+00,1.943987595447234318e+00
03-01-02-01-02-02-07,2,1,2,2,7,1,1.269268722534179688e+02,8.816173553466796875e+00,2.898734643292290869e+01,1.488287200927734375e+02,-3.853441774579300017e+01,2.368935037547090872e+01,-9.099460496588378078e+00,1.674107142857142794e+00,2.175000000000000000e+02,2.323117517475170644e+02,2.092633928571428381e+00,2.620000000000000000e+02,3.776982922916119492e+02,-6.372360871831819207e-01,2.497066466424938902e+00,7.792229616545538029e+00,7.786259541984732468e-01,4.695652173913043015e+00,1.755725190839694805e-01,8.244274809160305750e-01,1.058823529411764719e+00,2.254901960784314041e-01,5.356071321407138153e-02,2.522895162308573247e-01,6.700001725483251569e+00,2.014164983759515692e+00,0.000000000000000000e+00,7.000000000000000666e-01,1.400000000000000133e-01,8.999999999999999667e-02,1.000000000000000021e-02,1.000000000000000000e+00,-2.451103798847706350e-01,-4.415722145190857928e-01,1.711551540107618621e+02,7.134268234057076219e-01,3.485484497644324442e+00,1.650939986992773889e+00
03-01-08-01-01-01-07,8,1,1,1,7,1,1.664471130371093750e+02,3.735530853271484375e+01,8.298147638244500968e+01,2.282230072021484375e+02,-4.667904505145497751e+01,3.044693058647645145e+01,-9.861348656920338129e+00,1.674107142857142794e+00,1.875000000000000000e+02,1.368164829251212780e+02,2.092633928571428381e+00,2.740000000000000000e+02,4.056402346907909759e+02,9.294715140285857435e-01,3.871771651924848179e+00,2.590371730065172784e+01,8.629032258064516236e-01,4.904761904761904212e+00,1.693548387096774355e-01,8.306451612903226200e-01,9.626168224299065379e-01,1.962616822429906482e-01,2.813657169355688811e-02,1.199189541129989933e-01,6.357995649142302419e+00,4.884409290442736307e+00,0.000000000000000000e+00,4.100000000000000311e-01,8.999999999999999667e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.000000000000000000e+00,4.409336889274104859e-02,1.261077947492925122e-01,4.995592364624819766e+02,6.090061063041596334e-01,6.047390273888676226e+00,5.924959801103415025e+00
